,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
226,eichermotorsltd,,78.7,19.4,,Adequate,Below Average,Constant,-38.00%,89.99%,-7.64%,24.79%,38.46%,94.86%,166.83%,342294.08%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,eicher motors limited,EICHERMOT,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
227,eidparryindialtd,,85.4,21.7,,Strong,Adequate,Constant,-33.52%,183.10%,38.80%,8.26%,13.59%,174.16%,270.05%,14915.61%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Strong,Better,Better,eid parry india limited,EIDPARRY,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
228,eihltd,,74.9,36.1,,Weak,Strong,Improved,-64.97%,43.59%,57.32%,19.26%,181.54%,145.27%,363.04%,1556.54%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,eih limited,EIHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
229,elgiequipmentsltd,,76.7,20.8,,Below Average,Below Average,Constant,-52.87%,220.99%,45.41%,50.65%,27.99%,411.33%,795.94%,15527.33%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,elgi equipments limited,ELGIEQUIP,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
230,elinelectronicsltd,,71.9,15.9,,Weak,Weak,Constant,Data Not Available,Data Not Available,Data Not Available,-47.05%,-9.84%,-41.11%,-41.11%,-41.11%,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,elin electronics limited,ELIN,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
231,emamiltd,,70.0,20.6,,Weak,Below Average,Constant,-55.83%,206.03%,-6.47%,-24.01%,26.53%,19.65%,-1.43%,1110.60%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,emami limited,EMAMILTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
232,endurancetechnologiesltd,,80.1,19.5,,Adequate,Below Average,Constant,-47.17%,117.14%,-26.23%,6.73%,45.80%,62.51%,190.82%,190.82%,Worse,Better,Worse,Better,Better,Worse,Better,Data Not Available,Below Average,Better,Better,endurance technologies limited,ENDURANCE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
233,eplltd,,77.8,,,Below Average,,Not Enough Data,35.96%,69.78%,-7.70%,7.09%,18.20%,70.93%,259.28%,1881.83%,Better,Worse,Worse,Better,Worse,Worse,Better,Data Not Available,Below Average,Worse,Better,epl ltd,EPL,Industrials,Capital Goods,Industrial Products,Packaging
234,equitassmallfinancebankltd,,84.1,27.4,,Strong,Adequate,Constant,Data Not Available,83.69%,-11.82%,26.84%,44.39%,185.04%,185.04%,185.04%,Data Not Available,Worse,Worse,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,equitas small finance bank limited,EQUITASBNK,Financial Services,Financial Services,Banks,Other Bank
235,erislifesciencesltd,,74.3,20.9,,Weak,Below Average,Constant,-41.09%,68.69%,21.26%,-19.94%,48.49%,38.56%,45.33%,45.33%,Worse,Worse,Better,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,eris lifesciences limited,ERIS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
236,esabindialtd,,73.2,20.1,,Weak,Below Average,Constant,21.75%,94.62%,67.14%,10.10%,49.88%,559.20%,916.78%,15902.71%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,esab india limited,ESABINDIA,Industrials,Capital Goods,Industrial Products,Other Industrial Products
237,escortskubotaltd,,75.3,22.8,,Weak,Adequate,Improved,-17.25%,134.35%,24.38%,2.87%,46.76%,251.16%,2084.34%,4978.43%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,escorts kubota limited,ESCORTS,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors
238,fdcltd,,84.0,21.2,,Strong,Below Average,Demoted,11.58%,53.75%,-6.56%,-2.81%,70.37%,143.20%,181.60%,3399.23%,Better,Worse,Worse,Worse,Better,Better,Better,Data Not Available,Adequate,Worse,Better,fdc limited,FDC,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
239,federal-mogulgoetzeindialtd,,80.3,18.5,,Adequate,Weak,Demoted,-42.29%,-0.74%,-8.96%,15.00%,4.94%,-42.37%,-23.34%,1195.88%,Worse,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,federal-mogul goetze india limited.,FMGOETZE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
240,thefertilisersandchemicalstravancoreltd,,66.8,14.2,,Weak,Weak,Constant,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Weak,Worse,Worse,the fertilisers and chemicals travancore limited,,,,,
241,fineorganicindustriesltd,,77.8,17.3,,Below Average,Weak,Constant,52.19%,47.24%,81.37%,8.97%,-0.67%,224.15%,399.91%,399.91%,Better,Worse,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,fine organic industries limited,FINEORG,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
242,finolexcablesltd,,73.7,19.4,,Weak,Below Average,Constant,-57.82%,115.81%,3.89%,106.61%,29.22%,117.57%,298.95%,4566.48%,Worse,Better,Worse,Better,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,finolex cables limited,FINCABLES,Industrials,Capital Goods,Industrial Products,Cables - Electricals
243,finolexindustriesltd,,79.9,20.2,,Adequate,Below Average,Constant,-19.57%,109.59%,27.71%,10.63%,49.81%,160.56%,399.37%,7345.09%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,finolex industries limited,FINPIPE,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
244,firstsourcesolutionsltd,,77.7,32.4,,Below Average,Strong,Improved,-36.05%,370.06%,15.04%,-11.95%,81.72%,411.25%,610.26%,210.26%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Adequate,Worse,Better,firstsource solutions limited,FSL,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
245,five-starbusinessfinanceltd,,81.4,32.4,,Adequate,Strong,Constant,Data Not Available,Data Not Available,Data Not Available,10.33%,33.59%,46.83%,46.83%,46.83%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Strong,Better,Worse,five-star business finance limited,FIVESTAR,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
246,fortishealthcareltd,,79.8,24.7,,Adequate,Adequate,Constant,-7.48%,64.11%,43.66%,0.60%,66.07%,209.12%,183.54%,320.85%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,fortis healthcare limited,FORTIS,Healthcare,Healthcare,Healthcare Services,Hospital
247,fosecoindialtd,,78.5,18.1,,Below Average,Weak,Constant,-33.33%,34.32%,19.04%,71.71%,15.35%,122.71%,194.49%,5683.14%,Worse,Worse,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,foseco india limited,FOSECOIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
248,fusionmicrofinanceltd,,82.1,32.7,,Strong,Strong,Constant,Data Not Available,Data Not Available,Data Not Available,23.38%,17.00%,42.63%,42.63%,42.63%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Strong,Better,Worse,fusion micro finance limited,FUSION,Financial Services,Financial Services,Finance,Microfinance Institutions
249,grinfraprojectsltd,,74.6,25.3,,Weak,Adequate,Improved,Data Not Available,Data Not Available,-12.21%,-29.37%,33.75%,-25.12%,-25.12%,-25.12%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,g r infraprojects limited,GRINFRA,Industrials,Construction,Construction,Civil Construction
250,gailindialtd,,74.4,15.8,,Weak,Weak,Constant,-53.37%,80.30%,21.34%,14.22%,77.64%,97.31%,248.97%,3383.81%,Worse,Worse,Better,Better,Better,Worse,Better,Data Not Available,Weak,Better,Better,gail india limited,GAIL,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing
251,galaxysurfactantsltd,,79.6,18.2,,Adequate,Weak,Demoted,6.91%,135.62%,19.66%,-20.77%,-4.86%,110.80%,39.19%,39.19%,Better,Better,Better,Worse,Worse,Better,Worse,Data Not Available,Below Average,Better,Worse,galaxy surfactants limited,GALAXYSURF,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
252,ganeshaecosphereltd,,76.0,17.5,,Below Average,Weak,Constant,-37.37%,257.52%,22.38%,16.47%,20.17%,281.66%,623.18%,522.58%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,ganesha ecosphere limited,GANECOS,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
253,gardenreachshipbuildersandengineersltd,,75.2,12.6,,Weak,Weak,Constant,53.66%,63.57%,21.89%,98.60%,81.13%,832.56%,1006.15%,1006.15%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,garden reach shipbuilders and engineers limited,GRSE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
254,garwaretechnicalfibresltd,,75.9,23.4,,Below Average,Adequate,Constant,-2.68%,168.12%,17.87%,6.87%,18.78%,202.40%,1949.94%,22462.66%,Better,Better,Worse,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,garware technical fibres limited,GARFIBRES,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
255,generalinsurancecorporationofindia,,72.7,29.8,,Weak,Strong,Improved,-56.15%,120.94%,-48.17%,15.84%,150.86%,44.58%,-15.21%,-15.21%,Worse,Better,Worse,Better,Better,Worse,Worse,Data Not Available,Below Average,Better,Worse,general insurance corporation of india,GICRE,Financial Services,Financial Services,Insurance,General Insurance
256,ghclltd,,85.4,17.5,,Strong,Weak,Demoted,-60.43%,194.61%,141.27%,-5.57%,-9.18%,109.44%,836.62%,4653.74%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,ghcl limited,GHCL,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
257,gilletteindialtd,,75.3,20.8,,Weak,Below Average,Constant,-15.37%,28.59%,-9.40%,-10.69%,52.06%,7.56%,56.33%,2260.65%,Better,Worse,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,gillette india limited,GILLETTE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
258,glandpharmaltd,,78.2,23.5,,Below Average,Adequate,Constant,Data Not Available,36.20%,31.59%,-61.37%,50.69%,1.41%,1.41%,1.41%,Data Not Available,Worse,Better,Worse,Better,Worse,Worse,Data Not Available,Below Average,Better,Worse,gland pharma limited,GLAND,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
259,glaxosmithklinepharmaceuticalsltd,,78.1,22.7,,Below Average,Adequate,Constant,-3.63%,32.47%,19.21%,-12.62%,53.05%,63.93%,40.31%,1546.83%,Better,Worse,Better,Worse,Better,Worse,Worse,Data Not Available,Below Average,Better,Worse,glaxosmithkline pharmaceuticals limited,GLAXO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
260,glenmarklifesciencesltd,,79.7,21.0,,Adequate,Below Average,Constant,Data Not Available,Data Not Available,-37.66%,-7.99%,104.98%,17.89%,17.89%,17.89%,Data Not Available,Data Not Available,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,glenmark life sciences limited,GLS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
261,globalhealthltd,,76.4,22.5,,Below Average,Adequate,Constant,Data Not Available,Data Not Available,Data Not Available,27.24%,172.68%,219.00%,219.00%,219.00%,Data Not Available,Data Not Available,Data Not Available,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,global health limited,MEDANTA,Healthcare,Healthcare,Healthcare Services,Hospital
262,gmmpfaudlerltd,,82.0,21.5,,Strong,Adequate,Constant,112.95%,115.23%,7.39%,1.73%,-19.84%,215.63%,428.43%,428.43%,Better,Better,Worse,Better,Worse,Better,Better,Data Not Available,Strong,Better,Better,gmm pfaudler limited,GMMPFAUDLR,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
263,gmrairportsinfrastructureltd,,74.9,37.4,,Weak,Strong,Improved,-6.03%,52.83%,60.21%,8.42%,104.77%,420.54%,493.92%,340.33%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,gmr airports infrastructure limited,GMRINFRA,Services,Services,Transport Infrastructure,Airport & Airport services
264,gofashionindialtd,,79.1,34.3,,Adequate,Strong,Constant,Data Not Available,Data Not Available,-19.32%,5.79%,28.94%,-3.87%,-3.87%,-3.87%,Data Not Available,Data Not Available,Worse,Better,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,go fashion india limited,GOCOLORS,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
265,godawaripowerandispatltd,,70.1,18.4,,Weak,Weak,Constant,-56.54%,679.81%,132.48%,-5.17%,103.73%,1230.14%,2997.16%,3651.49%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Weak,Better,Better,godawari power and ispat limited,GPIL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
266,godfreyphillipsindialtd,,71.8,28.5,,Weak,Adequate,Improved,-13.59%,19.91%,16.48%,74.95%,69.32%,203.36%,675.52%,6608.77%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,godfrey phillips india limited,GODFRYPHLP,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
267,godrejagrovetltd,,75.6,21.7,,Weak,Adequate,Improved,-24.54%,82.04%,-9.83%,-10.92%,19.26%,6.29%,-11.52%,-11.52%,Better,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,godrej agrovet limited,GODREJAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
268,godrejconsumerproductsltd,,78.1,21.0,,Below Average,Below Average,Constant,-24.66%,68.10%,7.63%,34.05%,33.32%,81.96%,261.92%,23552.95%,Better,Worse,Worse,Better,Worse,Worse,Better,Data Not Available,Below Average,Worse,Better,godrej consumer products limited,GODREJCP,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
269,godrejindustriesltd,,80.5,20.8,,Adequate,Below Average,Constant,-46.50%,88.48%,-10.98%,-17.56%,89.80%,47.84%,138.82%,33288.94%,Worse,Worse,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,godrej industries limited,GODREJIND,Diversified,Diversified,Diversified,Diversified
270,godrejpropertiesltd,,83.0,21.9,,Strong,Adequate,Constant,-28.72%,151.21%,18.43%,-35.87%,109.59%,171.77%,822.37%,859.53%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Strong,Worse,Better,godrej properties limited,GODREJPROP,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
271,granulesindialtd,,76.6,23.4,,Below Average,Adequate,Constant,28.15%,160.49%,-1.08%,-7.12%,49.91%,289.36%,413.57%,5057.39%,Better,Better,Worse,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,granules india limited,GRANULES,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
272,graphiteindialtd,,72.9,20.7,,Weak,Below Average,Constant,-67.71%,345.41%,1.44%,-45.38%,121.43%,61.34%,865.13%,20126.59%,Worse,Better,Worse,Worse,Better,Worse,Better,Data Not Available,Below Average,Worse,Better,graphite india limited,GRAPHITE,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
273,grasimindustriesltd,,80.4,19.0,,Adequate,Weak,Demoted,-41.39%,236.81%,18.00%,4.35%,43.76%,187.60%,329.37%,5843.25%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,grasim industries limited,GRASIM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
274,greenlamindustriesltd,,81.9,22.9,,Strong,Adequate,Constant,-44.23%,78.09%,99.48%,-17.49%,56.26%,186.64%,477.04%,434.67%,Worse,Worse,Better,Worse,Better,Better,Better,Data Not Available,Strong,Worse,Better,greenlam industries limited,GREENLAM,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
275,greenplyindustriesltd,,80.1,20.3,,Adequate,Below Average,Constant,-46.97%,107.23%,30.19%,-26.73%,61.96%,53.17%,529.00%,13795.80%,Worse,Better,Better,Worse,Better,Worse,Better,Data Not Available,Below Average,Better,Better,greenply industries limited,GREENPLY,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
276,grindwellnortonltd,,72.1,20.0,,Weak,Below Average,Constant,-20.09%,126.11%,103.92%,3.94%,7.20%,245.07%,509.39%,3871.79%,Better,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,grindwell norton limited,GRINDWELL,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
277,gujaratambujaexportsltd,,81.1,15.8,,Adequate,Weak,Demoted,-51.01%,189.75%,91.63%,-4.31%,27.19%,201.56%,1775.87%,103807.13%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,gujarat ambuja exports limited,GAEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
278,gujaratfluorochemicalsltd,,68.2,15.2,,Weak,Weak,Constant,-59.94%,114.69%,364.85%,0.59%,0.08%,334.85%,334.85%,334.85%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,gujarat fluorochemicals limited,FLUOROCHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
279,gujaratgasltd,,80.7,18.0,,Adequate,Weak,Demoted,54.77%,169.06%,-1.12%,-7.65%,10.18%,274.40%,344.12%,344.12%,Better,Better,Worse,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,gujarat gas limited,GUJGASLTD,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
280,gujaratnarmadavalleyfertilizersandchemicalsltd,,78.9,18.8,,Adequate,Weak,Demoted,-60.41%,210.30%,186.31%,-32.26%,22.50%,141.43%,988.55%,3676.89%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,gujarat narmada valley fertilizers and chemicals limited,GNFC,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
281,gujaratpipavavportltd,,76.5,34.1,,Below Average,Strong,Improved,-36.36%,112.68%,-22.16%,48.41%,100.37%,179.84%,24.45%,456.97%,Worse,Better,Worse,Better,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,gujarat pipavav port limited,GPPL,Services,Services,Transport Infrastructure,Port & Port services
